range_start,range_end,AS_number,country_code,AS_description
27.0.0.0,27.0.3.255,16509,US,AMAZON-02
27.0.4.0,27.0.5.255,55420,MY,SABAHNET-AS-AP APNIC ASN Block
27.0.6.0,27.0.11.255,0,None,Not routed
27.0.12.0,27.0.15.255,45544,VN,SUPERDATA-AS-VN SUPERDATA-
27.0.16.0,27.0.31.255,55900,JP,GLBB-JP GLBB Japan KK
27.0.32.0,27.0.47.255,17514,JP,AICS Otsuka Corp.
27.0.48.0,27.0.48.255,132573,IN,SAINGN-AS-IN SAI NGN Network Services
27.0.49.0,27.0.60.255,45415,IN,VASAICABLEPVTLTD-AS-IN Vasai Cable Pvt. Ltd.
27.0.61.0,27.0.61.255,132573,IN,SAINGN-AS-IN SAI NGN Network Services
27.0.62.0,27.0.62.255,45415,IN,VASAICABLEPVTLTD-AS-IN Vasai Cable Pvt. Ltd.
27.0.63.0,27.0.63.255,132573,IN,SAINGN-AS-IN SAI NGN Network Services
27.0.64.0,27.0.95.255,10113,AU,EFTEL-AS-AP Eftel Limited.
27.0.96.0,27.0.127.255,0,None,Not routed
27.0.128.0,27.0.128.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
27.0.129.0,27.0.129.255,0,None,Not routed
27.0.130.0,27.0.131.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
27.0.132.0,27.0.135.255,58854,CN,KAOPY Kaopu Cloud
27.0.136.0,27.0.142.255,0,None,Not routed
27.0.143.0,27.0.143.255,132954,IN,NXTRADATA-AS NXTR DATA LIMITED
27.0.144.0,27.0.151.255,0,None,Not routed
27.0.152.0,27.0.155.255,131607,TW,DCTV-AS-TW Digidom CableTV Co., LTD.
27.0.156.0,27.0.159.255,26658,US,HENGTONG-IDC-LLC
27.0.160.0,27.0.163.255,0,None,Not routed
27.0.164.0,27.0.167.255,63614,CN,QISHANGONLINE A4, 5th Floor, Tower C, Triumph Plaza, Unit A, No 143
27.0.168.0,27.0.171.255,132971,IN,SIKKASTAR-AS-IN Sikka Star powered by Sikka Broadband
27.0.172.0,27.0.175.255,49635,ES,CLOUDING
27.0.176.0,27.0.183.255,45942,IN,SIKKANET-AS-AP Sikka Broadband Pvt. Ltd.
27.0.184.0,27.0.187.255,24435,PK,SUPERNET-PAKISTAN-AS-AP Supernet Limited Transit Autonomous System Number
27.0.188.0,27.0.191.255,0,None,Not routed
