range_start,range_end,AS_number,country_code,AS_description
112.0.0.0,112.0.89.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.0.90.0,112.0.91.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.0.92.0,112.1.81.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.1.82.0,112.2.215.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.2.216.0,112.4.3.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.4.4.0,112.4.17.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.4.18.0,112.4.19.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.4.20.0,112.4.104.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.4.105.0,112.4.255.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.19.16.0,112.19.141.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.19.142.0,112.19.142.255,139080,Unknown,AS139080
112.19.143.0,112.19.191.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.19.192.0,112.19.199.255,139080,Unknown,AS139080
112.19.200.0,112.19.239.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.19.240.0,112.19.240.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.19.241.0,112.19.242.255,139080,Unknown,AS139080
112.19.243.0,112.19.255.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.20.0.0,112.20.237.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.20.238.0,112.23.146.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.23.147.0,112.25.6.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.25.7.0,112.25.15.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.25.16.0,112.25.35.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.25.36.0,112.25.44.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.25.45.0,112.25.49.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.25.50.0,112.25.54.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.25.55.0,112.25.165.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.25.166.0,112.25.204.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.25.205.0,112.25.237.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.25.238.0,112.25.255.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.26.0.0,112.26.127.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.26.128.0,112.26.191.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.26.192.0,112.27.111.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.27.112.0,112.27.191.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.27.192.0,112.28.7.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.28.8.0,112.28.95.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.28.96.0,112.28.106.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.28.107.0,112.28.108.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.28.109.0,112.28.110.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.28.111.0,112.28.183.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.28.184.0,112.29.11.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.29.12.0,112.29.71.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.29.72.0,112.30.31.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.30.32.0,112.30.91.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.30.92.0,112.31.63.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.31.64.0,112.31.95.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.31.96.0,112.31.119.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.31.120.0,112.31.131.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.31.132.0,112.31.171.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.31.172.0,112.31.239.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.31.240.0,112.32.15.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.32.16.0,112.32.111.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.32.112.0,112.33.26.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.33.27.0,112.33.39.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.33.40.0,112.33.119.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.33.120.0,112.33.120.255,56040,CN,CMNET-GUANGDONG-AP China Mobile communications corporation
112.33.121.0,112.34.118.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.34.119.0,112.34.125.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.34.126.0,112.35.255.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.36.0.0,112.36.111.255,24444,CN,CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited
112.36.112.0,112.37.15.255,24444,CN,CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited
112.37.16.0,112.37.163.255,24444,CN,CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited
112.37.164.0,112.38.63.255,24444,CN,CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited
112.38.64.0,112.38.255.255,24444,CN,CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited
112.39.0.0,112.42.255.255,56044,CN,CMNET-AS-LIAONING China Mobile communications corporation
112.43.0.0,112.44.122.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.44.123.0,112.44.203.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.44.204.0,112.45.23.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.45.24.0,112.45.47.255,139080,Unknown,AS139080
112.45.48.0,112.45.111.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.45.112.0,112.45.127.255,139080,Unknown,AS139080
112.45.128.0,112.45.175.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.45.176.0,112.45.179.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.45.180.0,112.45.187.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.45.188.0,112.45.191.255,139080,Unknown,AS139080
112.45.192.0,112.45.239.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.45.240.0,112.45.255.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.46.0.0,112.46.31.255,140105,CN,CMNET-SNIDC-CN-AP Shaanxi Mobile Communication Company Limited
112.46.32.0,112.46.97.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.46.98.0,112.46.121.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.46.122.0,112.47.41.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.47.42.0,112.47.51.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.47.52.0,112.47.191.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.47.192.0,112.47.247.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.47.248.0,112.48.87.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.48.88.0,112.49.17.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.49.18.0,112.49.24.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.49.25.0,112.49.46.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.49.47.0,112.49.55.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.49.56.0,112.49.135.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.49.136.0,112.50.85.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.50.86.0,112.50.91.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.50.92.0,112.50.246.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.50.247.0,112.50.250.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.50.251.0,112.50.252.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.50.253.0,112.50.254.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.50.255.0,112.51.67.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.51.68.0,112.51.98.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.51.99.0,112.51.119.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.51.120.0,112.53.31.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.53.32.0,112.53.33.255,56040,CN,CMNET-GUANGDONG-AP China Mobile communications corporation
112.53.34.0,112.53.55.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.53.56.0,112.53.63.255,56040,CN,CMNET-GUANGDONG-AP China Mobile communications corporation
112.53.64.0,112.53.87.255,24444,CN,CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited
112.53.88.0,112.53.95.255,24444,CN,CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited
112.53.96.0,112.53.115.255,24445,CN,CMNET-V4HENAN-AS-AP Henan Mobile Communications Co.,Ltd
112.53.116.0,112.53.127.255,24445,CN,CMNET-V4HENAN-AS-AP Henan Mobile Communications Co.,Ltd
112.53.128.0,112.53.133.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.53.134.0,112.53.136.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.53.137.0,112.53.139.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.53.140.0,112.53.150.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.53.151.0,112.53.152.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.53.153.0,112.53.158.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.53.159.0,112.53.159.255,56046,CN,CMNET-JIANGSU-AP China Mobile communications corporation
112.53.160.0,112.53.165.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.53.166.0,112.53.170.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.53.171.0,112.53.175.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.53.176.0,112.53.180.255,56041,CN,CMNET-ZHEJIANG-AP China Mobile communications corporation
112.53.181.0,112.53.182.255,56041,CN,CMNET-ZHEJIANG-AP China Mobile communications corporation
112.53.183.0,112.53.191.255,56041,CN,CMNET-ZHEJIANG-AP China Mobile communications corporation
112.53.192.0,112.53.207.255,24547,CN,CMNET-V4HEBEI-AS-AP Hebei Mobile Communication Company Limited
112.53.208.0,112.53.238.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.53.239.0,112.53.241.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.53.242.0,112.53.248.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.53.249.0,112.53.255.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.0.0,112.54.15.255,56044,CN,CMNET-AS-LIAONING China Mobile communications corporation
112.54.16.0,112.54.30.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.31.0,112.54.79.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.80.0,112.54.84.255,24444,CN,CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited
112.54.85.0,112.54.87.255,24444,CN,CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited
112.54.88.0,112.54.95.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.96.0,112.54.103.255,56041,CN,CMNET-ZHEJIANG-AP China Mobile communications corporation
112.54.104.0,112.54.111.255,24547,CN,CMNET-V4HEBEI-AS-AP Hebei Mobile Communication Company Limited
112.54.112.0,112.54.123.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.124.0,112.54.127.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.128.0,112.54.135.255,56048,CN,CMNET-BEIJING-AP China Mobile Communicaitons Corporation
112.54.136.0,112.54.159.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.160.0,112.54.167.255,24400,CN,CMNET-V4SHANGHAI-AS-AP Shanghai Mobile Communications Co.,Ltd.
112.54.168.0,112.54.178.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.179.0,112.54.185.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.186.0,112.54.203.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.204.0,112.54.207.255,56041,CN,CMNET-ZHEJIANG-AP China Mobile communications corporation
112.54.208.0,112.54.215.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.216.0,112.54.219.255,56048,CN,CMNET-BEIJING-AP China Mobile Communicaitons Corporation
112.54.220.0,112.54.223.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.224.0,112.54.231.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.232.0,112.54.235.255,24400,CN,CMNET-V4SHANGHAI-AS-AP Shanghai Mobile Communications Co.,Ltd.
112.54.236.0,112.54.239.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.54.240.0,112.54.243.255,38019,CN,CMNET-V4TIANJIN-AS-AP tianjin Mobile Communication Company Limited
112.54.244.0,112.60.31.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.60.32.0,112.60.95.255,56040,CN,CMNET-GUANGDONG-AP China Mobile communications corporation
112.60.96.0,112.61.176.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.61.177.0,112.63.255.255,9808,CN,CHINAMOBILE-CN China Mobile Communications Group Co., Ltd.
112.64.0.0,112.64.31.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.64.32.0,112.64.35.255,138421,CN,CU-CN-AS China Unicom
112.64.36.0,112.64.44.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.64.45.0,112.64.45.255,138421,CN,CU-CN-AS China Unicom
112.64.46.0,112.64.111.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.64.112.0,112.64.113.255,138421,CN,CU-CN-AS China Unicom
112.64.114.0,112.64.114.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.64.115.0,112.64.115.255,138421,CN,CU-CN-AS China Unicom
112.64.116.0,112.64.214.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.64.215.0,112.64.215.255,138421,CN,CU-CN-AS China Unicom
112.64.216.0,112.64.234.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.64.235.0,112.64.237.255,140979,CN,UNICOM-SHFT-IDC China Unicom Shanghai FuTe IDC network
112.64.238.0,112.65.35.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.36.0,112.65.63.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.64.0,112.65.64.255,138421,CN,CU-CN-AS China Unicom
112.65.65.0,112.65.65.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.66.0,112.65.66.255,138421,CN,CU-CN-AS China Unicom
112.65.67.0,112.65.71.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.72.0,112.65.75.255,138421,CN,CU-CN-AS China Unicom
112.65.76.0,112.65.93.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.94.0,112.65.94.255,138421,CN,CU-CN-AS China Unicom
112.65.95.0,112.65.115.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.116.0,112.65.117.255,138421,CN,CU-CN-AS China Unicom
112.65.118.0,112.65.191.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.192.0,112.65.195.255,140979,CN,UNICOM-SHFT-IDC China Unicom Shanghai FuTe IDC network
112.65.196.0,112.65.197.255,138421,CN,CU-CN-AS China Unicom
112.65.198.0,112.65.198.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.199.0,112.65.199.255,138421,CN,CU-CN-AS China Unicom
112.65.200.0,112.65.201.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.202.0,112.65.215.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.216.0,112.65.217.255,138421,CN,CU-CN-AS China Unicom
112.65.218.0,112.65.219.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.220.0,112.65.220.255,138421,CN,CU-CN-AS China Unicom
112.65.221.0,112.65.221.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.222.0,112.65.233.255,138421,CN,CU-CN-AS China Unicom
112.65.234.0,112.65.234.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.235.0,112.65.235.255,138421,CN,CU-CN-AS China Unicom
112.65.236.0,112.65.236.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.237.0,112.65.238.255,138421,CN,CU-CN-AS China Unicom
112.65.239.0,112.65.239.255,17621,CN,CNCGROUP-SH China Unicom Shanghai network
112.65.240.0,112.65.255.255,138421,CN,CU-CN-AS China Unicom
112.66.0.0,112.67.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
112.68.0.0,112.71.255.255,17511,JP,OPTAGE OPTAGE Inc.
112.72.0.0,112.72.12.255,10219,Unknown,AS10219
112.72.13.0,112.72.13.255,0,None,Not routed
112.72.14.0,112.72.15.255,10219,Unknown,AS10219
112.72.16.0,112.72.31.255,0,None,Not routed
112.72.32.0,112.72.63.255,3786,KR,LGDACOM LG DACOM Corporation
112.72.64.0,112.72.95.255,0,None,Not routed
112.72.96.0,112.72.103.255,45539,Unknown,AS45539
112.72.104.0,112.72.127.255,0,None,Not routed
112.72.128.0,112.72.255.255,9319,KR,HCNCHUNGJU-AS-KR HCN CHUNGBUK CABLE TV SYSTEMS
112.73.0.0,112.73.13.255,135373,HK,EFLYPRO-AS-AP EFLY NETWORK LIMITED
112.73.14.0,112.73.19.255,135373,HK,EFLYPRO-AS-AP EFLY NETWORK LIMITED
112.73.20.0,112.73.25.255,135373,HK,EFLYPRO-AS-AP EFLY NETWORK LIMITED
112.73.26.0,112.73.31.255,135373,HK,EFLYPRO-AS-AP EFLY NETWORK LIMITED
112.73.32.0,112.73.63.255,0,None,Not routed
112.73.64.0,112.73.127.255,23650,CN,CHINANET-JIANGSU-PROVINCE-IDC AS Number for CHINANET jiangsu province backbone
112.73.128.0,112.73.255.255,0,None,Not routed
112.74.0.0,112.74.255.255,37963,CN,ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.
112.75.0.0,112.75.3.255,996,US,-Reserved AS-
112.75.4.0,112.75.7.255,7018,US,ATT-INTERNET4
112.75.8.0,112.75.11.255,996,US,-Reserved AS-
112.75.12.0,112.75.15.255,7018,US,ATT-INTERNET4
112.75.16.0,112.75.19.255,996,US,-Reserved AS-
112.75.20.0,112.75.23.255,7018,US,ATT-INTERNET4
112.75.24.0,112.75.27.255,996,US,-Reserved AS-
112.75.28.0,112.75.31.255,7018,US,ATT-INTERNET4
112.75.32.0,112.75.35.255,996,US,-Reserved AS-
112.75.36.0,112.75.39.255,7018,US,ATT-INTERNET4
112.75.40.0,112.75.43.255,996,US,-Reserved AS-
112.75.44.0,112.75.47.255,7018,US,ATT-INTERNET4
112.75.48.0,112.75.79.255,996,US,-Reserved AS-
112.75.80.0,112.75.127.255,7018,US,ATT-INTERNET4
112.75.128.0,112.75.131.255,996,US,-Reserved AS-
112.75.132.0,112.75.135.255,7018,US,ATT-INTERNET4
112.75.136.0,112.75.139.255,996,US,-Reserved AS-
112.75.140.0,112.75.143.255,7018,US,ATT-INTERNET4
112.75.144.0,112.75.147.255,996,US,-Reserved AS-
112.75.148.0,112.75.151.255,7018,US,ATT-INTERNET4
112.75.152.0,112.75.155.255,996,US,-Reserved AS-
112.75.156.0,112.75.159.255,7018,US,ATT-INTERNET4
112.75.160.0,112.75.163.255,996,US,-Reserved AS-
112.75.164.0,112.75.167.255,7018,US,ATT-INTERNET4
